  0.00000000E+00 -0.20332363E+02
  0.14630364E-01 -0.20331868E+02
  0.29260727E-01 -0.20330380E+02
  0.43891091E-01 -0.20327892E+02
  0.58521454E-01 -0.20324396E+02
  0.73151818E-01 -0.20319897E+02
  0.87782182E-01 -0.20314403E+02
  0.10241255E+00 -0.20307928E+02
  0.11704291E+00 -0.20300484E+02
  0.13167327E+00 -0.20292070E+02
  0.14630364E+00 -0.20282675E+02
  0.16093400E+00 -0.20272284E+02
  0.17556436E+00 -0.20260885E+02
  0.19019473E+00 -0.20248478E+02
  0.20482509E+00 -0.20235074E+02
  0.21945545E+00 -0.20220693E+02
  0.23408582E+00 -0.20205349E+02
  0.24871618E+00 -0.20189051E+02
  0.26334654E+00 -0.20171798E+02
  0.27797691E+00 -0.20153581E+02
  0.29260727E+00 -0.20134397E+02
  0.30723764E+00 -0.20114243E+02
  0.32186800E+00 -0.20093128E+02
  0.33649836E+00 -0.20071060E+02
  0.35112873E+00 -0.20048047E+02
  0.36575909E+00 -0.20024092E+02
  0.38038945E+00 -0.19999195E+02
  0.39501982E+00 -0.19973358E+02
  0.40965018E+00 -0.19946586E+02
  0.42428054E+00 -0.19918891E+02
  0.43891091E+00 -0.19890285E+02
  0.45354127E+00 -0.19860779E+02
  0.46817163E+00 -0.19830382E+02
  0.48280200E+00 -0.19799095E+02
  0.49743236E+00 -0.19766923E+02
  0.51206273E+00 -0.19733872E+02
  0.52669309E+00 -0.19699949E+02
  0.54132345E+00 -0.19665165E+02
  0.55595382E+00 -0.19629530E+02
  0.57058418E+00 -0.19593051E+02
  0.58521454E+00 -0.19555736E+02
  0.59984491E+00 -0.19517596E+02
  0.61447527E+00 -0.19478649E+02
  0.62910563E+00 -0.19438914E+02
  0.64373600E+00 -0.19398415E+02
  0.65836636E+00 -0.19357167E+02
  0.67299673E+00 -0.19315181E+02
  0.68762709E+00 -0.19272462E+02
  0.70225745E+00 -0.19229016E+02
  0.71688782E+00 -0.19184855E+02
  0.73151818E+00 -0.19140002E+02
  0.74614854E+00 -0.19094484E+02
  0.76077891E+00 -0.19048329E+02
  0.77540927E+00 -0.19001563E+02
  0.79003963E+00 -0.18954207E+02
  0.80467000E+00 -0.18906282E+02
  0.81930036E+00 -0.18857815E+02
  0.83393072E+00 -0.18808838E+02
  0.84856109E+00 -0.18759387E+02
  0.86319145E+00 -0.18709494E+02
  0.87782182E+00 -0.18659185E+02
  0.89245218E+00 -0.18608484E+02
  0.90708254E+00 -0.18557419E+02
  0.92171291E+00 -0.18506031E+02
  0.93634327E+00 -0.18454374E+02
  0.95097363E+00 -0.18402511E+02
  0.96560400E+00 -0.18350502E+02
  0.98023436E+00 -0.18298394E+02
  0.99486472E+00 -0.18246223E+02
  0.10094951E+01 -0.18194024E+02
  0.10241255E+01 -0.18141841E+02
  0.10387558E+01 -0.18089746E+02
  0.10533862E+01 -0.18037832E+02
  0.10680165E+01 -0.17986204E+02
  0.10826469E+01 -0.17934957E+02
  0.10972773E+01 -0.17884174E+02
  0.11119076E+01 -0.17833919E+02
  0.11265380E+01 -0.17784257E+02
  0.11411684E+01 -0.17735269E+02
  0.11557987E+01 -0.17687061E+02
  0.11704291E+01 -0.17639762E+02
  0.11850595E+01 -0.17593506E+02
  0.11996898E+01 -0.17548422E+02
  0.12143202E+01 -0.17504624E+02
  0.12289505E+01 -0.17462225E+02
  0.12435809E+01 -0.17421344E+02
  0.12582113E+01 -0.17382126E+02
  0.12728416E+01 -0.17344734E+02
  0.12874720E+01 -0.17309340E+02
  0.13021024E+01 -0.17276102E+02
  0.13167327E+01 -0.17245158E+02
  0.13313631E+01 -0.17216625E+02
  0.13459935E+01 -0.17190611E+02
  0.13606238E+01 -0.17167233E+02
  0.13752542E+01 -0.17146624E+02
  0.13898845E+01 -0.17128927E+02
  0.14045149E+01 -0.17114279E+02
  0.14191453E+01 -0.17102794E+02
  0.14337756E+01 -0.17094549E+02
  0.14484060E+01 -0.17089589E+02
  0.14629695E+01 -0.17087934E+02
  0.14775330E+01 -0.17087600E+02
  0.14920966E+01 -0.17086592E+02
  0.15066601E+01 -0.17084898E+02
  0.15212236E+01 -0.17082505E+02
  0.15357871E+01 -0.17079406E+02
  0.15503507E+01 -0.17075607E+02
  0.15649142E+01 -0.17071125E+02
  0.15794777E+01 -0.17065982E+02
  0.15940412E+01 -0.17060197E+02
  0.16086048E+01 -0.17053780E+02
  0.16231683E+01 -0.17046732E+02
  0.16377318E+01 -0.17039050E+02
  0.16522953E+01 -0.17030732E+02
  0.16668589E+01 -0.17021783E+02
  0.16814224E+01 -0.17012219E+02
