1.4972,-2.4151,1.6057,-2.2973,0.38178
0.025726,0.18912,0.017542,0.19234,-0.055788
0.027389,0.023277,0.027613,0.018551,-0.019525
0.027389,0.023277,0.027613,0.018551,-0.012758
-0.03717,-0.032509,-0.039038,-0.032406,-0.008701
-0.001111,0.000714,-0.000969,0.001009,-0.003338
-0.001111,0.000714,-0.000969,0.001009,-0.003338
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
